10000 100000
6982 502 0
4713 5945 5
8272 4483 0
8874 1232 5
363 6485 2
4655 1843 6
6866 7718 0
4320 8126 6
8993 1989 5
3149 4380 3
5406 9221 2
9664 3405 3
4695 690 0
2376 7954 0
689 2102 0
7722 1195 3
4576 5450 5
2734 123 0
3664 5822 3
1845 2321 6
1512 5235 0
6964 8121 3
8432 8476 6
8909 221 1
5271 3660 1
1583 687 1
5254 9216 4
2973 1810 1
8932 2216 4
8817 9011 6
6416 4865 5
5897 45 1
6620 3175 6
9846 7780 4
211 8335 2
2862 3689 3
7924 343 1
3439 6911 1
8503 1845 4
3981 5206 2
8587 5850 4
3741 5565 5
353 1939 5
7796 405 3
8387 7321 5
8081 7183 4
5488 3290 2
4031 3559 0
2833 7001 4
2660 9612 2
714 4296 4
1200 6231 2
7636 2092 5
3954 7195 5
1351 5909 4
6170 1670 3
2403 9578 0
5227 6125 5
8478 6879 6
946 2566 3
3595 8176 6
6588 2893 4
9775 3730 5
3481 7241 4
583 2218 6
762 778 3
290 92 0
7157 2858 0
2544 3036 3
6240 1620 3
2430 3055 1
47 5468 6
472 983 4
9067 9974 5
3837 2087 1
9394 3331 2
4978 3449 6
9219 723 1
1982 9598 4
2225 6272 6
6948 7301 6
4540 4036 2
9514 4669 3
953 3329 5
6000 9220 6
941 257 4
8124 6102 2
6568 1160 3
7823 5755 2
2464 4959 1
9579 7087 1
8717 2539 2
8751 7823 5
5451 2553 2
922 4273 0
3762 8029 2
1231 661 2
4701 9490 2
5859 8432 0
1174 1227 0
2553 7998 5
9436 7578 1
5039 6749 3
1967 5145 4
512 978 2
3550 5071 2
937 698 4
928 7342 3
1130 7051 1
8869 8998 5
7428 7228 5
22 4142 2
7024 6773 2
4560 6650 5
8522 7223 2
8137 8790 6
7251 2021 1
5055 3893 5
2519 3398 0
3440 494 2
5985 5094 6
279 5277 4
2821 3322 3
3989 8730 6
4234 3019 1
1158 5313 0
3641 5252 4
266 1937 1
9180 7393 6
9560 8644 4
2638 1845 3
2331 2195 4
8150 8131 3
3674 185 5
1937 677 3
2501 7765 1
4523 820 4
2270 1264 3
5102 6466 3
8567 6815 1
6453 7719 1
9920 1760 6
3833 7500 3
1224 7576 2
4188 1075 4
6791 2582 2
719 4813 0
9480 2543 6
1143 4741 5
4928 9549 0
1983 4493 4
6202 8766 3
2371 197 2
3542 7039 1
835 7799 4
5857 2891 0
1122 13 1
5430 7819 2
8163 549 3
4298 3023 1
1607 998 3
50 9304 1
9180 3715 4
3898 1147 0
6943 7956 0
8339 3097 4
5181 3249 4
4953 7991 1
417 9652 0
9891 6369 2
2611 5130 6
7102 877 6
2425 4517 0
5691 9785 5
2422 2388 6
2941 5350 5
8898 7253 4
2122 2672 6
1924 7960 3
8637 2660 3
3139 3869 3
3462 5859 5
412 1204 3
2046 2368 6
1788 2286 2
2247 381 4
6318 1470 4
3114 3221 6
6833 7292 6
1490 4977 2
8401 1932 3
8778 9245 2
1174 5291 4
1539 1013 4
4101 2768 0
4380 5450 3
1180 2537 5
1549 8226 2
3275 9689 5
5939 552 1
8827 4620 5
3430 7306 0
8113 5623 5
3791 6801 2
7936 893 5
9310 9337 0
8099 5150 4
2829 6305 6
1561 2052 6
2096 1328 5
9087 6991 5
3426 268 6
2271 276 2
3995 3550 6
9223 7698 5
4243 1597 2
8996 3354 2
5970 4543 2
4797 2328 3
8712 4369 0
6190 2194 1
1298 7178 2
3018 751 2
8866 323 2
7106 9945 5
8979 6885 6
1616 5398 6
9209 8921 6
516 7482 3
2931 6812 5
9473 5876 1
2618 7471 4
6943 8722 0
3326 1171 1
784 1155 2
5584 9379 6
6513 8070 4
7105 473 3
4983 770 1
9090 2113 6
1913 9143 4
6145 5902 5
3688 8202 5
1357 4640 3
6051 9844 2
2438 3301 1
5208 8800 3
9378 6812 0
2547 8480 0
4942 4478 0
7401 3260 6
8067 2966 2
4192 4293 2
5551 1373 4
7127 9016 0
3033 9882 0
1348 9865 3
7979 2976 6
8774 5037 1
5209 6287 2
9249 8942 0
842 48 6
714 42 5
2695 7445 4
214 191 3
6835 2469 2
8167 3669 4
826 7082 0
6323 2281 3
1373 7039 6
9178 2742 6
6002 4509 0
5178 9128 2
517 3922 4
8344 1089 0
4103 4263 1
1095 8995 3
9600 7890 0
8214 6148 4
1812 1207 3
321 7978 6
1747 1472 0
8089 5266 3
754 4861 2
7713 318 5
1983 8308 2
2288 5550 3
1368 8841 1
5170 1345 4
3730 2748 0
5454 1083 1
1667 2565 4
9083 6383 4
5148 1220 1
380 2771 4
5490 8161 5
5113 8651 2
9102 4806 2
639 6613 6
7557 7598 2
5712 4142 0
6985 8372 4
3238 756 5
5623 9134 4
372 9533 1
9349 2020 5
2967 7725 6
5800 9610 1
8659 235 5
8864 2812 1
698 4808 5
9215 5267 4
150 9086 5
4089 6990 1
886 1475 2
511 9581 4
8264 6469 0
5997 8678 5
2044 9834 5
3432 3721 1
8102 3146 4
2081 8770 4
7137 1674 6
2032 6451 3
3592 8115 3
1680 6337 3
9376 2536 3
2563 3980 0
9134 3422 5
7622 272 6
4175 6636 6
745 5065 5
7663 6509 6
3709 4833 4
6160 1315 2
8855 6155 1
4767 4816 0
4664 1468 0
5836 613 4
4744 4832 2
175 9378 1
4046 123 3
940 3892 2
2571 6154 5
3658 3206 2
2025 9905 4
952 357 5
3536 8639 3
7533 5026 0
2798 5275 0
3619 6467 0
399 3874 3
7926 8187 1
5694 6554 3
9366 6449 3
2217 320 4
9297 1923 2
542 5200 4
3981 5696 3
8786 1022 3
799 3520 5
548 1753 2
2048 193 6
7822 8368 3
4264 1086 4
1122 6108 2
8931 4348 6
8843 1341 0
2195 9127 5
8070 6483 0
2528 994 0
6158 1602 5
1715 16 1
6003 7367 0
7058 8702 3
8946 2788 5
9029 1432 6
730 959 6
742 8051 4
2958 9995 4
1848 4348 4
3564 3611 4
8990 9633 4
1221 1483 3
3452 6318 1
5123 3485 4
6054 6553 6
9524 8533 3
1822 9974 5
5039 8631 6
3532 5427 0
5110 9310 6
9651 2120 1
5614 7851 5
8665 4173 5
2075 7310 2
6083 7352 2
1999 1839 2
8981 3830 0
346 3292 6
1976 8011 3
1832 383 1
9754 9914 5
2196 9736 6
1224 9055 5
1557 5880 0
2999 1360 0
7642 2457 4
9935 1788 5
3268 3842 3
2776 4962 3
3297 824 5
4945 7805 0
8206 8526 1
1045 1405 0
5396 1565 3
47 7081 2
1576 4353 5
1177 1865 5
8185 201 4
9735 9446 3
5514 8480 3
2740 5561 3
3033 628 4
6258 9327 1
2910 1804 3
5731 9734 1
2025 3673 5
24 868 4
6156 992 2
190 9929 4
5902 6207 3
4455 2243 1
2261 9433 2
1523 3319 3
4704 1033 4
2356 2246 6
3503 8022 5
8081 1873 6
2348 8048 1
1073 6460 3
7824 8577 2
6248 236 4
1536 7519 4
9664 379 6
5373 348 3
7423 8973 0
1266 4735 4
8567 1413 2
307 1359 0
1542 1001 2
2130 9813 4
7941 825 0
5511 386 6
1070 9515 6
4593 3433 0
2211 2173 5
3179 1494 1
549 4006 0
5888 1225 1
399 2202 3
6610 793 6
1191 6861 6
8589 7118 2
3766 1225 4
4630 9002 6
7442 9729 1
9691 9277 3
2336 4812 1
1670 7177 5
6377 2602 4
8992 9745 1
8161 94 5
9396 900 6
9339 56 4
1589 5687 6
1789 6527 2
5215 7661 3
2213 4652 6
2185 7210 6
891 8250 0
9998 5808 2
9558 8545 4
4981 2144 1
4286 7912 3
2847 2708 3
7201 1361 3
679 709 5
128 7386 6
2286 2208 5
8793 1157 3
504 1879 5
8929 6306 2
7880 3953 3
8760 9499 2
336 5890 0
5070 9587 2
1025 4632 2
2720 862 0
92 1933 1
4101 6362 3
4628 521 5
1174 1026 2
9582 6101 0
3480 8732 3
6411 2882 4
1372 5503 1
1526 7385 4
1744 7856 5
2158 5610 1
5950 5871 5
351 2502 4
2693 2384 2
1681 1946 3
7696 6122 5
1755 5651 2
4028 5051 0
6840 3136 2
6262 7521 3
1650 1040 4
3648 8622 5
142 1106 4
7892 1321 4
7945 603 5
4740 7604 4
5990 5279 6
9960 7834 6
8079 5219 6
1784 3354 1
3120 3741 3
9860 2712 0
8541 5681 4
2458 1512 2
1376 7951 3
2209 5281 1
6670 5732 5
2031 876 5
9642 2309 3
1729 231 1
9116 3884 4
4594 2680 3
1058 7593 0
1155 9648 3
204 9722 1
668 1070 0
5970 1431 1
6797 1323 5
2700 8006 3
1525 5434 0
7245 4845 0
2597 6773 5
2252 5840 1
7435 928 3
5619 2756 6
9184 7836 2
8906 7740 1
1601 2136 6
5701 9533 5
2767 1443 1
2066 632 4
1114 8246 2
8778 6688 5
2504 1703 4
1828 9184 4
6854 958 5
3490 5921 0
2897 320 1
1655 5621 1
8140 6423 0
9451 6068 6
8162 3867 0
9055 2905 6
41 6461 2
1042 803 0
6796 886 4
3338 6350 5
9768 8493 0
4139 2254 6
7764 477 3
1152 560 0
4083 1725 0
3619 7571 6
6997 5780 1
5003 9360 4
4409 7354 2
1638 1902 6
4069 1077 3
2084 5619 6
7921 949 2
508 8034 1
4375 3324 6
1392 3258 0
8526 4143 1
2680 2936 3
1585 6833 2
1979 7555 6
4147 3171 3
5747 4681 2
4175 6213 4
8179 49 2
6089 500 6
9621 5687 1
8488 2000 3
198 6920 6
734 4137 2
5510 7921 6
8288 2377 5
8048 4395 6
5970 5766 3
2580 887 5
7102 1415 2
6751 9417 4
877 3739 1
8724 6538 5
2238 3558 1
2968 4214 3
1282 9570 2
4541 7928 0
9546 2925 4
2032 1319 0
6746 1172 5
2643 358 1
3957 527 3
7395 7057 5
507 6156 3
4625 2127 3
6409 4768 0
6872 2354 0
1367 2704 4
8890 2733 6
658 3690 2
8728 1663 5
2253 6861 4
3521 8406 1
587 4496 0
6635 6544 1
2890 2258 0
8294 5417 3
263 9266 2
4245 7001 2
9040 926 1
7267 7369 2
8610 705 5
9456 9899 2
5722 765 5
9591 762 5
7546 4244 2
5291 315 4
8559 6177 0
4722 2090 4
7144 8459 4
1299 2833 2
4070 3245 2
5842 5409 0
4372 756 6
257 1588 2
7336 8023 6
5069 5772 3
6344 1979 6
6852 4356 6
4652 7422 4
703 1303 0
6179 3063 1
6335 3176 2
5727 1720 4
6870 5033 4
3474 7186 0
1076 9913 4
8436 2385 1
267 6325 3
2106 9048 0
2386 143 3
7003 1712 1
2066 7454 5
9994 3651 4
4461 8235 4
5380 8172 2
6453 283 2
8591 7093 3
6124 5942 3
9462 1006 1
5997 284 2
5063 4263 0
1064 136 1
4987 8152 0
2578 9275 1
458 9601 2
707 939 1
7551 406 4
1285 5559 2
3590 5371 4
1958 6321 2
313 194 6
4939 9245 2
1018 2531 2
4575 2899 3
4937 8222 4
6044 9321 3
3462 174 0
5930 1612 1
3939 4925 1
8268 3628 6
4113 7107 6
703 4326 5
8907 4483 2
8728 8765 4
3483 9830 2
3884 5412 3
2946 173 2
9348 629 1
261 6482 4
1235 6671 6
6544 3747 4
4533 6886 4
6030 1194 0
4966 9653 5
2003 4652 0
9594 141 3
3503 2240 0
2785 5871 6
3479 1970 4
1199 7816 1
5945 8887 5
3624 1922 0
6534 5511 0
4085 2601 5
7438 2646 5
338 4745 5
8258 3671 1
7003 2428 6
2462 2301 4
3301 9905 2
609 5296 5
641 9637 1
8563 1180 2
9043 6725 5
361 6366 0
5822 798 0
6911 2017 5
4005 8860 6
4460 3227 1
8751 9424 2
2197 1905 0
8631 9216 6
7846 9318 1
1618 4304 1
5605 3306 6
8036 7024 6
2260 3123 1
6835 8909 1
4012 6201 6
1074 8904 3
5704 4467 6
2326 743 1
6812 2439 5
8512 5119 0
1675 2868 2
4901 1202 6
4152 1848 4
6590 7154 3
6162 5067 6
828 7387 2
7987 5606 5
9453 7807 4
4293 7760 3
4466 2154 2
1417 4122 6
9496 9045 1
6923 346 1
2570 1529 4
6478 28 6
3570 5227 0
7834 2637 3
6635 1476 2
4950 7980 0
705 4814 2
2430 9568 5
8124 6195 3
485 8930 3
539 9872 5
5848 1715 6
5747 5812 5
1705 9666 6
704 3693 1
3066 7648 0
2831 8252 5
4117 4675 2
1911 5247 5
8736 7840 3
7348 1440 1
6319 5394 3
1308 2469 0
1841 6337 1
2022 4638 5
2076 9169 4
7577 4783 4
8246 4358 0
5560 5538 6
6155 6677 5
228 8590 4
6251 1871 0
551 6967 1
5679 1343 5
5482 378 3
1156 4250 4
9250 6458 0
1057 8907 5
9321 8612 6
8690 505 0
8348 5317 2
4662 5127 1
4131 6733 0
9190 3589 1
9284 6570 4
2749 3173 3
2881 1191 2
3733 9891 0
468 7823 3
2460 1284 3
1573 6395 0
5357 6548 6
5656 2426 4
1084 1963 1
8548 3099 4
5047 1107 6
3601 9262 2
3442 807 0
3331 3977 4
366 3210 0
4010 2405 4
4400 9174 4
2720 8263 0
8719 549 3
9226 7134 3
843 8787 3
4036 3857 1
7154 1691 2
8811 6760 0
6734 2308 2
5191 280 2
2200 7833 1
3401 6304 3
4959 7699 6
164 3665 3
1654 6289 2
9134 696 4
2529 2377 0
2126 3485 5
1361 4802 6
8108 9881 0
8203 5617 0
9410 4634 1
9354 5656 2
5564 2602 3
2038 2587 0
2910 8747 2
1020 1623 5
7542 3745 1
5325 4302 5
993 3284 3
8724 7444 1
337 3627 2
5296 9828 2
8996 8265 1
1265 5684 0
7645 2855 3
2202 2848 5
1529 9959 5
428 200 0
6270 3032 2
5716 9857 2
2339 626 0
634 8648 1
5051 9498 0
3801 1181 4
1381 4865 4
4480 2366 4
2951 420 4
5644 8055 3
5199 9960 2
7862 150 4
6511 2256 3
6071 834 0
7029 6949 3
7648 676 1
3237 5895 3
1990 7883 2
7841 3022 0
1560 5366 3
5404 753 6
6564 4945 5
76 9816 2
496 1803 2
7636 6636 5
8900 9207 2
4392 9931 1
9079 3507 4
2743 666 4
6211 1052 1
1649 6660 4
5755 25 5
4084 5248 1
9884 6650 3
5332 2219 3
4382 8045 4
4651 4349 2
9212 1613 2
1296 4824 1
9084 7686 1
8201 2840 5
8679 566 6
3244 5600 0
1708 7863 0
1558 7421 3
3627 3296 1
200 5076 1
7333 9360 2
7421 7257 3
196 1890 6
9031 4059 5
3955 6744 3
1099 6517 6
1599 9525 3
4252 8830 3
3034 6041 2
6667 4352 1
20 8535 0
4788 1893 5
5611 7180 6
6576 1744 1
1534 4129 0
5012 1154 3
2549 1957 3
6212 8874 4
5869 133 2
6516 4299 2
5934 6977 0
1440 7711 5
9278 3772 6
3739 3404 4
5986 8655 2
12 7770 0
6362 3694 4
2412 5452 2
9627 9565 0
8712 9721 3
4028 6402 0
9921 4430 4
2914 8307 3
4523 5432 0
663 8232 5
1014 8363 2
2054 4324 0
6428 8516 5
2168 3572 5
1352 8638 0
1098 5988 5
5230 719 6
7143 5853 3
2143 3921 2
3636 4021 5
3553 9135 3
3060 7078 3
9161 5383 3
4867 5638 4
2582 396 2
9520 2876 2
9849 633 3
4961 8860 1
9778 1082 5
4922 3937 6
543 757 0
8650 530 4
550 516 6
940 807 5
4936 2932 0
6604 3807 0
1325 3674 4
501 3984 5
3049 2411 5
768 7431 6
760 189 1
8312 5653 6
6103 2501 3
5191 3604 3
8310 7800 5
8372 1349 2
1674 2927 0
1320 8021 3
7094 9009 2
7974 9856 2
8962 7541 5
8650 6583 5
5969 3297 3
2349 868 2
8570 9435 2
4174 8482 3
4627 96 5
365 9798 1
1532 6126 2
3231 6806 1
3610 8901 0
2662 4356 3
468 716 0
5180 807 1
721 1245 5
3877 7626 5
3592 4289 4
6949 6070 6
5102 8442 5
1868 6915 2
8903 100 4
7445 1650 6
2778 4014 1
7278 5250 1
2690 1410 5
6496 9774 6
3249 1128 3
5918 5857 3
6904 138 3
7741 1828 4
7530 2446 0
2200 8825 4
2757 953 3
9941 6041 1
5704 2092 5
8256 3506 3
173 919 4
2108 1218 6
5282 6509 3
2682 8172 0
6612 7441 6
5232 8087 6
302 9176 5
4619 4318 0
3665 793 3
2785 1366 2
164 77 3
4782 7758 1
8932 8603 3
7696 1530 6
9170 7823 0
9785 4802 4
6501 6097 0
8603 269 6
4267 4260 2
6450 6006 0
9710 90 0
2887 2187 2
1173 1596 3
7804 1599 6
1195 694 2
1807 4872 6
547 815 4
3190 8926 1
5424 1350 6
7821 3269 2
5295 794 3
2470 6200 1
2299 5586 0
6647 5118 5
3451 1963 5
1666 8693 5
683 7915 1
4780 4134 6
6809 5627 3
208 774 2
2752 6019 5
7151 790 5
7256 923 4
3551 2700 3
3124 2249 1
6899 2291 0
3937 5795 4
8741 453 3
9017 7145 1
5608 9295 6
4883 8232 1
8395 2026 1
9413 6372 2
6774 2659 2
6059 2476 6
5398 4583 2
5627 5932 1
2375 6235 2
1655 4922 0
6296 1450 3
1099 5364 0
3626 8833 4
9629 6546 3
2278 8894 6
2972 2245 0
8709 7533 6
9542 4274 3
4491 1641 1
9879 5412 1
8411 1613 1
2432 6614 5
7214 3252 1
4503 2338 3
4767 4816 6
1876 8721 1
3759 3531 5
576 5508 5
1944 9081 3
3236 5437 1
6056 6485 5
6557 4741 1
8934 9122 4
5784 7024 2
2130 2533 3
1821 921 0
4355 1630 0
8074 9984 1
133 6785 4
5440 9172 0
174 4467 6
2336 3833 3
6085 2802 2
2765 1386 4
9716 7462 4
5946 3899 2
569 5805 2
4375 2312 1
3856 6361 0
2700 7818 4
7550 6880 6
3649 3395 4
9221 5810 6
4365 5137 3
6252 4481 5
5391 4912 6
3370 1421 6
9872 2198 3
2663 6451 3
7311 5956 3
165 628 3
6018 5541 2
4649 5945 2
8919 4061 0
3692 7916 6
4100 5526 3
1422 3567 6
5807 2768 5
88 4771 3
1435 3904 1
1809 1686 4
2801 181 6
570 2505 4
1110 402 0
8037 8976 6
8416 640 1
9475 812 5
6607 4815 2
7527 9884 6
1158 7490 4
5055 40 0
3572 7995 0
9218 7699 1
4753 928 0
8562 1710 2
2151 6068 4
8003 3155 5
8816 6419 3
4262 7427 3
1364 8338 5
5038 2780 6
1594 3999 2
8228 9819 2
819 8466 4
273 6153 4
64 7800 0
7937 4390 5
1231 6880 3
952 128 0
787 1010 3
4988 1916 3
1013 9732 4
7521 1501 3
9575 3480 0
1877 1061 2
6927 1279 0
7921 9387 2
7658 1024 2
7311 5771 3
4626 5893 1
8935 51 3
9359 396 3
4378 7555 0
1543 2925 5
6016 9737 6
6495 7140 3
1579 9528 4
5991 7223 2
1514 5013 6
9570 4915 2
1693 7434 3
7977 2382 1
6573 1727 5
3305 5648 1
1052 3703 0
1296 5054 0
8743 5933 3
879 4030 0
8831 568 0
79 5256 5
7384 8497 4
1185 4806 0
5558 9823 1
4032 2068 2
9966 9950 3
4554 4500 2
1509 5854 1
3013 3062 6
6881 7499 0
5108 6656 3
5889 2315 2
9838 1141 3
8945 9499 6
7483 8397 2
9609 6738 5
7500 5592 5
1983 8219 1
5491 6759 0
6134 2570 1
5667 8290 6
5898 4524 1
7676 3209 4
1782 9356 6
1766 6128 4
4940 4851 5
100 2509 1
1813 9024 3
4527 2480 0
7012 7310 3
1950 1112 6
3709 7322 5
1214 8612 2
2133 5609 6
3040 1685 6
2096 2181 3
5604 2920 5
7439 6722 3
690 7889 1
4292 6990 2
1328 4449 4
6348 201 1
1461 5560 4
4431 1187 0
2728 6439 1
1775 7387 0
8194 2542 5
4868 428 2
8299 6164 6
376 1791 4
8900 112 3
4956 2138 3
3317 6365 6
3099 9362 0
7320 6092 2
824 1647 0
4596 6865 5
4258 6064 4
7411 719 6
7479 6686 3
1643 5328 2
6560 2115 0
3555 8318 0
4547 4996 0
548 7630 6
1992 6288 5
170 2007 3
3153 2373 5
3194 7241 4
1069 8544 3
3399 3049 6
7993 6811 0
8102 9623 5
1435 6731 2
5191 8593 5
7651 8988 6
3370 7843 3
8934 4379 2
1084 5863 6
9987 7547 4
2300 1369 0
2595 3151 5
7195 4824 5
7958 929 4
1733 417 4
3428 4238 0
6844 2038 2
6989 8844 6
1530 1209 3
3400 7166 2
2285 3085 1
6042 2824 4
1657 1127 4
2 9845 6
7367 6903 5
729 5549 3
4423 5085 4
1272 2175 0
6933 1731 6
1073 7945 5
9385 9085 6
2047 2576 4
2257 290 2
6716 6510 1
2769 6560 3
934 8684 4
848 6674 1
4051 7550 6
9723 6049 3
8609 2644 6
5440 5071 2
1134 325 5
9368 4496 2
7559 8419 4
4161 6887 3
4378 6871 0
3289 5124 1
4494 9833 2
7057 5964 3
8620 6027 3
1904 2961 6
9381 2310 1
9547 6944 3
6518 9432 0
1475 9275 2
7250 7035 3
1986 4572 6
743 8718 4
689 9241 2
3502 2797 4
3770 1346 3
1992 599 0
1881 4381 0
7166 251 3
999 4676 0
1973 5055 1
6264 1491 5
8388 2769 0
761 6324 3
393 5633 3
4867 9162 4
7973 317 3
4711 8862 2
7421 1539 6
5334 1551 1
3404 6065 2
1355 5124 5
1714 980 1
8251 1504 1
9504 5561 5
2926 7544 3
5933 8820 3
8254 3551 1
3970 3536 5
1797 2463 3
6179 6500 4
352 8277 2
3817 1725 5
1244 1012 2
8789 319 1
5929 6618 0
5889 8338 3
4432 2475 2
1998 41 3
7971 7538 5
1586 4504 1
5826 4952 3
987 7494 1
1028 1674 6
3789 6356 1
8874 6895 2
9995 621 1
4235 9924 3
877 9806 2
2042 5149 1
2600 1741 6
302 9568 0
9180 6915 5
1956 1191 3
8484 7808 4
2003 7979 0
35 5112 6
6349 7362 0
9320 6159 3
157 1596 5
918 8002 5
483 8179 2
6089 2645 1
9896 2349 2
815 2387 3
4828 9592 2
8172 6712 3
1000 296 6
7626 3031 1
7681 9575 3
9275 1829 3
8366 6531 4
2226 7007 3
7098 1846 5
1784 9418 2
1004 8156 3
6346 860 4
1371 570 0
1667 665 0
8378 2952 4
2927 9487 5
4734 8292 5
2295 331 1
7577 2137 2
8684 6913 1
8611 9577 4
4234 4994 4
5047 383 4
2190 8142 5
6148 3521 4
8277 291 3
388 2273 0
2122 9686 3
7597 2691 3
5568 6179 6
2372 7580 2
9419 70 6
427 5664 1
9602 4801 5
7188 8843 5
1585 4531 4
8355 9933 5
7496 6755 2
3362 5047 2
2678 5400 0
2103 9765 4
867 4197 1
568 241 0
1715 1122 3
516 5134 4
5240 7006 5
5737 5807 0
3635 3705 1
2558 9098 0
2307 7253 4
7502 1108 0
2167 2657 2
8351 7602 1
2299 8179 5
4705 7491 4
442 3041 6
845 5038 5
2476 1242 0
5995 1781 5
4229 5987 3
2906 7433 1
496 7878 5
6859 7464 3
6406 6253 0
4354 1027 0
3968 4801 6
5592 4619 2
2621 2846 2
7376 902 1
4123 7005 0
8376 3112 4
1064 1596 1
593 5101 3
1077 4045 4
3904 1026 2
4767 1565 1
1884 8434 4
4337 8884 6
7102 7919 3
7042 9380 4
3905 360 6
306 2994 5
6389 9351 0
6322 4797 0
449 8185 6
8735 1627 5
4489 8878 2
4862 2475 0
5886 2913 6
1765 650 1
5531 4575 6
5872 6658 0
2260 2202 4
2242 7141 6
5861 7370 2
1384 1152 1
8151 6697 6
1263 7474 3
505 3776 6
4806 337 5
3438 8202 0
7645 1689 0
1175 6461 1
1101 3474 2
943 6232 0
3732 8955 2
1165 9093 2
2359 7269 1
8828 6687 4
3608 6931 4
5619 3362 3
8324 8326 1
5166 6854 3
9677 1355 3
9287 7996 2
2600 172 2
257 4311 2
8926 2066 1
7493 5370 5
2820 5076 5
8111 4593 0
7864 2396 4
7978 4441 2
6595 1033 5
7585 4096 5
3196 8601 1
8699 5611 1
6791 2024 5
1986 140 6
4421 9658 2
497 7954 1
1430 4483 3
8549 7616 5
2039 5153 6
2951 7165 1
9344 419 1
3994 9675 6
953 4999 3
1238 2355 0
5026 2898 3
3548 637 2
5956 1475 4
2320 9150 0
7184 9401 1
1358 1498 5
7373 9448 1
2747 4730 2
591 9671 6
9207 99 2
3744 3152 1
6399 1358 2
2817 978 5
2362 6742 4
1597 6439 2
2131 2346 1
7925 4643 1
3050 8579 2
9544 5515 6
5348 6834 0
670 2092 2
1261 3569 0
5484 5969 1
103 2586 0
6690 652 3
2495 528 5
5071 363 3
8945 3010 4
711 6086 6
7514 2241 2
3340 8792 5
7283 8676 5
2521 5469 6
6020 7699 6
8077 9771 3
3355 1405 5
4463 2964 4
7193 1967 6
520 2161 1
2057 2729 2
175 7605 0
6506 1430 1
3389 5468 0
7310 6946 4
655 6287 1
6566 5242 2
5037 6053 1
2747 4122 6
607 4293 2
4438 1178 4
5724 9137 1
5368 1398 0
3891 548 1
9998 115 5
6666 9873 6
5363 1358 2
5077 3796 4
9443 1155 4
1071 2752 6
5051 883 6
7418 4563 4
6199 8880 3
7830 4728 2
2893 8017 0
1044 5421 1
6764 7049 4
4923 469 4
4462 885 1
3833 8111 1
7079 5147 2
6424 461 6
1241 8961 6
2146 7870 2
1907 855 2
8013 992 0
5915 1342 1
502 1379 5
2186 5186 6
1054 5052 2
556 5553 6
4600 217 5
5311 3022 0
9970 6579 6
8976 1537 4
7391 857 2
7455 2119 1
4825 7073 0
1054 4519 2
9221 2292 3
264 6545 0
9853 1911 0
2288 5080 5
50 6978 0
1673 2064 5
7069 8813 6
8699 3056 0
4314 11 0
2379 3464 0
5238 2983 4
4800 4064 2
9028 7139 3
6816 4375 2
4260 5862 3
1364 1418 5
3741 9482 4
4011 9919 6
4328 9698 6
3021 3930 6
1053 5364 0
1007 8121 1
8234 565 2
3325 1751 6
3545 2230 0
9771 5303 2
8768 187 5
3203 4122 5
7705 5218 4
7046 9448 4
4224 2120 0
687 574 1
6506 5795 5
215 6577 3
2259 1594 4
1253 4537 4
3719 7660 1
2487 5178 0
43 6528 4
6837 267 4
6963 4381 3
2778 2856 5
6023 9818 4
346 981 6
6619 9383 5
7435 4970 2
611 5954 3
8385 9116 5
6954 6578 4
6424 4070 3
70 7419 3
7324 8734 5
4909 6092 6
5581 4804 6
4263 264 5
2023 548 2
3065 804 6
8004 7579 1
9632 9231 5
8505 665 6
6970 7335 0
6347 7340 5
998 2879 1
2046 3514 4
7997 154 2
9560 6732 6
152 783 5
436 1134 2
208 744 6
1355 3590 4
5910 505 3
9876 2680 6
73 6029 2
5650 5664 1
5300 5942 4
4963 4620 1
8772 147 6
1361 3165 3
6703 3338 1
3609 6559 5
225 1181 1
8834 1587 0
3999 5218 3
9872 1650 5
1966 146 6
9852 2446 2
2543 5133 1
9121 9104 3
8001 5996 4
736 9477 6
6633 1608 1
4922 5622 0
153 6880 1
5400 1323 5
4229 4990 6
6116 9426 6
9510 3567 1
1874 2554 5
6420 2623 3
8980 3088 6
5830 8030 5
6219 1883 0
1240 79 5
191 3281 3
6705 3107 6
1992 697 6
2118 6018 3
4867 5373 0
3256 6240 2
